id,title,composers,subset,collection,movement,duration,file_path,jams_path
when-in-rome_164,Nachtzauber,Hugo Wolf,OpenScore-LiederCorpus,Eichendorff-Lieder,08,66,"../../partitions/when-in-rome/raw/OpenScore-LiederCorpus/Wolf,_Hugo/Eichendorff-Lieder/08_Nachtzauber/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_164.jams
when-in-rome_165,"Sérénade à Rosine, VWV 1137",Pauline Viardot,OpenScore-LiederCorpus,"6 Mélodies, VWV 1133-11371176",4,89,"../../partitions/when-in-rome/raw/OpenScore-LiederCorpus/Viardot,_Pauline/6_Mélodies,_VWV_1133-11371176/4_Sérénade_à_Rosine,_VWV_1137/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_165.jams
when-in-rome_166,Le Colibri,Ernest Chausson,OpenScore-LiederCorpus,"7 Mélodies, Op.2",7,39,"../../partitions/when-in-rome/raw/OpenScore-LiederCorpus/Chausson,_Ernest/7_Mélodies,_Op.2/7_Le_Colibri/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_166.jams
when-in-rome_167,Era L'anima mea,Claudio Monteverdi,Early Choral,Madrigals Book 5,03,74,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_5/03/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_167.jams
when-in-rome_168,"Ecco, Silvio, colei che in odio hai tanto",Claudio Monteverdi,Early Choral,Madrigals Book 5,04,82,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_5/04/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_168.jams
when-in-rome_169,"Ma, se con la pieta non e in te spenta",Claudio Monteverdi,Early Choral,Madrigals Book 5,05,68,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_5/05/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_169.jams
when-in-rome_170,"O Mirtillo, Mirtill' Anima Mia",Claudio Monteverdi,Early Choral,Madrigals Book 5,02,69,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_5/02/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_170.jams
when-in-rome_171,"Ecoo, piegando le genocchie a terra",Claudio Monteverdi,Early Choral,Madrigals Book 5,07,59,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_5/07/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_171.jams
when-in-rome_172,"Ferir quel petto, Silvio?",Claudio Monteverdi,Early Choral,Madrigals Book 5,08,95,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_5/08/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_172.jams
when-in-rome_173,"Cruda amarilli, che col nome ancora",Claudio Monteverdi,Early Choral,Madrigals Book 5,01,67,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_5/01/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_173.jams
when-in-rome_174,"Dorinda, ah, dirò mia, se mia non sei",Claudio Monteverdi,Early Choral,Madrigals Book 5,06,53,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_5/06/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_174.jams
when-in-rome_175,"Cor mio, non mori? E mori!",Claudio Monteverdi,Early Choral,Madrigals Book 4,03,61,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_4/03/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_175.jams
when-in-rome_176,Sfogava con le stelle,Claudio Monteverdi,Early Choral,Madrigals Book 4,04,71,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_4/04/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_176.jams
when-in-rome_177,Volgea l'anima mia soavemente,Claudio Monteverdi,Early Choral,Madrigals Book 4,05,82,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_4/05/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_177.jams
when-in-rome_178,"Cor mio, mentre vi miro",Claudio Monteverdi,Early Choral,Madrigals Book 4,02,49,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_4/02/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_178.jams
when-in-rome_179,Piagn'e sospira: E quand'i caldi raggi,Claudio Monteverdi,Early Choral,Madrigals Book 4,20,111,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_4/20/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_179.jams
when-in-rome_180,Anima del cor mio,Claudio Monteverdi,Early Choral,Madrigals Book 4,18,60,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_4/18/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_180.jams
when-in-rome_181,A un Giro sol de' Belli Occhi Lucenti,Claudio Monteverdi,Early Choral,Madrigals Book 4,11,73,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_4/11/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_181.jams
when-in-rome_182,"Si, Ch'io Vorrei Morire",Claudio Monteverdi,Early Choral,Madrigals Book 4,16,84,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_4/16/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_182.jams
when-in-rome_183,"Anima Dolorosa, Che Vivendo",Claudio Monteverdi,Early Choral,Madrigals Book 4,17,68,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_4/17/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_183.jams
when-in-rome_184,"Voi Pur da me Partite, Anima Dura",Claudio Monteverdi,Early Choral,Madrigals Book 4,10,84,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_4/10/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_184.jams
when-in-rome_185,"Longe da te, cor mio",Claudio Monteverdi,Early Choral,Madrigals Book 4,19,60,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_4/19/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_185.jams
when-in-rome_186,Che se tu se'il cor mio: Seconda parte,Claudio Monteverdi,Early Choral,Madrigals Book 4,07,62,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_4/07/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_186.jams
when-in-rome_187,La piaga c'ho nel core,Claudio Monteverdi,Early Choral,Madrigals Book 4,09,60,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_4/09/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_187.jams
when-in-rome_188,Luci serene e chiare,Claudio Monteverdi,Early Choral,Madrigals Book 4,08,89,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_4/08/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_188.jams
when-in-rome_189,"Ah, Dolente Partita",Claudio Monteverdi,Early Choral,Madrigals Book 4,01,96,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_4/01/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_189.jams
when-in-rome_190,"Anima mia, perdona",Claudio Monteverdi,Early Choral,Madrigals Book 4,06,68,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_4/06/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_190.jams
when-in-rome_191,"Non piu guerra, pietate",Claudio Monteverdi,Early Choral,Madrigals Book 4,15,77,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_4/15/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_191.jams
when-in-rome_192,"Ohime`, se tanto amate",Claudio Monteverdi,Early Choral,Madrigals Book 4,12,67,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_4/12/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_192.jams
when-in-rome_193,Io mi son giovinetta,Claudio Monteverdi,Early Choral,Madrigals Book 4,13,88,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_4/13/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_193.jams
when-in-rome_194,Quell'augellin che canta,Claudio Monteverdi,Early Choral,Madrigals Book 4,14,74,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_4/14/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_194.jams
when-in-rome_195,Sovra tenere erbette e bianchi fiori,Claudio Monteverdi,Early Choral,Madrigals Book 3,03,89,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_3/03/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_195.jams
when-in-rome_196,"O dolc' anima mia, dunque e pur vero",Claudio Monteverdi,Early Choral,Madrigals Book 3,04,92,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_3/04/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_196.jams
when-in-rome_197,Stracciami pur il core,Claudio Monteverdi,Early Choral,Madrigals Book 3,05,106,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_3/05/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_197.jams
when-in-rome_198,O come gran martire,Claudio Monteverdi,Early Choral,Madrigals Book 3,02,82,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_3/02/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_198.jams
when-in-rome_199,"Ond'ei, di morte la sua faccia impressa",Claudio Monteverdi,Early Choral,Madrigals Book 3,20,89,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_3/20/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_199.jams
when-in-rome_200,"Lumi, Miei Cari Lumi",Claudio Monteverdi,Early Choral,Madrigals Book 3,18,73,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_3/18/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_200.jams
when-in-rome_201,"O Primavera, Gioventù de l'Anno",Claudio Monteverdi,Early Choral,Madrigals Book 3,11,84,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_3/11/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_201.jams
when-in-rome_202,"Ma Dove, Oh Lasso Me!",Claudio Monteverdi,Early Choral,Madrigals Book 3,16,68,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_3/16/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_202.jams
when-in-rome_203,Io Pur Verra la Dove Sete,Claudio Monteverdi,Early Choral,Madrigals Book 3,17,58,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_3/17/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_203.jams
when-in-rome_204,"Poi Ch'ella in Sé Tornó, Deserto e Muto Terza e Ultima Parte",Claudio Monteverdi,Early Choral,Madrigals Book 3,10,82,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_3/10/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_204.jams
when-in-rome_205,Rimanti in pace,Claudio Monteverdi,Early Choral,Madrigals Book 3,19,90,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_3/19/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_205.jams
when-in-rome_206,Se per estremo ardore,Claudio Monteverdi,Early Choral,Madrigals Book 3,07,96,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_3/07/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_206.jams
when-in-rome_207,La tra 'l sangue e le morti egro giacente,Claudio Monteverdi,Early Choral,Madrigals Book 3,09,68,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_3/09/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_207.jams
when-in-rome_208,La piaga c'ho nel core,Claudio Monteverdi,Early Choral,Madrigals Book 3,08,56,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_3/08/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_208.jams
when-in-rome_209,La Giovinetta Pianta,Claudio Monteverdi,Early Choral,Madrigals Book 3,01,102,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_3/01/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_209.jams
when-in-rome_210,O rossignuol ch'in queste verdi fronde,Claudio Monteverdi,Early Choral,Madrigals Book 3,06,122,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_3/06/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_210.jams
when-in-rome_211,Vivro fra i miei tormenti e le mie cure,Claudio Monteverdi,Early Choral,Madrigals Book 3,15,40,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_3/15/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_211.jams
when-in-rome_212,Perfidissimo Volto,Claudio Monteverdi,Early Choral,Madrigals Book 3,12,103,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_3/12/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_212.jams
when-in-rome_213,"Ch'io non t'ami, cor mio",Claudio Monteverdi,Early Choral,Madrigals Book 3,13,107,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_3/13/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_213.jams
when-in-rome_214,"Occhi, un tempo mia vita",Claudio Monteverdi,Early Choral,Madrigals Book 3,14,80,"../../partitions/when-in-rome/raw/Early_Choral/Monteverdi,_Claudio/Madrigals_Book_3/14/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_214.jams
when-in-rome_215,"Ach Gott, vom Himmel sieh' darein",Johann Sebastian Bach,Early Choral,Chorales,03,11,"../../partitions/when-in-rome/raw/Early_Choral/Bach,_Johann_Sebastian/Chorales/03/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_215.jams
when-in-rome_216,Es ist das Heil uns kommen her,Johann Sebastian Bach,Early Choral,Chorales,04,11,"../../partitions/when-in-rome/raw/Early_Choral/Bach,_Johann_Sebastian/Chorales/04/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_216.jams
when-in-rome_217,An Wasserfluessen Babylon,Johann Sebastian Bach,Early Choral,Chorales,05,18,"../../partitions/when-in-rome/raw/Early_Choral/Bach,_Johann_Sebastian/Chorales/05/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_217.jams
when-in-rome_218,"Ich dank dir, lieber Herre",Johann Sebastian Bach,Early Choral,Chorales,02,14,"../../partitions/when-in-rome/raw/Early_Choral/Bach,_Johann_Sebastian/Chorales/02/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_218.jams
when-in-rome_219,Ein feste Burg ist unser Gott,Johann Sebastian Bach,Early Choral,Chorales,20,13,"../../partitions/when-in-rome/raw/Early_Choral/Bach,_Johann_Sebastian/Chorales/20/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_219.jams
when-in-rome_220,"Menschenkind, merk eben",Johann Sebastian Bach,Early Choral,Chorales,18,13,"../../partitions/when-in-rome/raw/Early_Choral/Bach,_Johann_Sebastian/Chorales/18/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_220.jams
when-in-rome_221,"Jesu, nun sei gepreiset",Johann Sebastian Bach,Early Choral,Chorales,11,33,"../../partitions/when-in-rome/raw/Early_Choral/Bach,_Johann_Sebastian/Chorales/11/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_221.jams
when-in-rome_222,Es woll uns Gott genaedig sein 2,Johann Sebastian Bach,Early Choral,Chorales,16,18,"../../partitions/when-in-rome/raw/Early_Choral/Bach,_Johann_Sebastian/Chorales/16/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_222.jams
when-in-rome_223,Erschienen ist der herrliche Tag,Johann Sebastian Bach,Early Choral,Chorales,17,18,"../../partitions/when-in-rome/raw/Early_Choral/Bach,_Johann_Sebastian/Chorales/17/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_223.jams
when-in-rome_224,Aus tiefer Not schrei ich zu dir 1,Johann Sebastian Bach,Early Choral,Chorales,10,13,"../../partitions/when-in-rome/raw/Early_Choral/Bach,_Johann_Sebastian/Chorales/10/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_224.jams
when-in-rome_225,Ich hab mein Sach Gott heimgestellt,Johann Sebastian Bach,Early Choral,Chorales,19,10,"../../partitions/when-in-rome/raw/Early_Choral/Bach,_Johann_Sebastian/Chorales/19/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_225.jams
when-in-rome_226,"Nun lob, mein Seel, den Herren",Johann Sebastian Bach,Early Choral,Chorales,07,38,"../../partitions/when-in-rome/raw/Early_Choral/Bach,_Johann_Sebastian/Chorales/07/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_226.jams
when-in-rome_227,"Ermuntre dich, mein schwacher Geist",Johann Sebastian Bach,Early Choral,Chorales,09,13,"../../partitions/when-in-rome/raw/Early_Choral/Bach,_Johann_Sebastian/Chorales/09/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_227.jams
when-in-rome_228,"Freuet euch, ihr Christen alle",Johann Sebastian Bach,Early Choral,Chorales,08,20,"../../partitions/when-in-rome/raw/Early_Choral/Bach,_Johann_Sebastian/Chorales/08/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_228.jams
when-in-rome_229,Aus meines Herzens Grunde,Johann Sebastian Bach,Early Choral,Chorales,01,22,"../../partitions/when-in-rome/raw/Early_Choral/Bach,_Johann_Sebastian/Chorales/01/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_229.jams
when-in-rome_230,"Christus, der ist mein Leben",Johann Sebastian Bach,Early Choral,Chorales,06,9,"../../partitions/when-in-rome/raw/Early_Choral/Bach,_Johann_Sebastian/Chorales/06/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_230.jams
when-in-rome_231,Christ lag in Todesbanden,Johann Sebastian Bach,Early Choral,Chorales,15,13,"../../partitions/when-in-rome/raw/Early_Choral/Bach,_Johann_Sebastian/Chorales/15/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_231.jams
when-in-rome_232,Puer natus in Bethlehem,Johann Sebastian Bach,Early Choral,Chorales,12,17,"../../partitions/when-in-rome/raw/Early_Choral/Bach,_Johann_Sebastian/Chorales/12/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_232.jams
when-in-rome_233,"Allein zu dir, Herr Jesu Christ",Johann Sebastian Bach,Early Choral,Chorales,13,17,"../../partitions/when-in-rome/raw/Early_Choral/Bach,_Johann_Sebastian/Chorales/13/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_233.jams
when-in-rome_234,"O Herre Gott, dein goettlich Wort",Johann Sebastian Bach,Early Choral,Chorales,14,15,"../../partitions/when-in-rome/raw/Early_Choral/Bach,_Johann_Sebastian/Chorales/14/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_234.jams
when-in-rome_235,Prelude No.3,Johann Sebastian Bach,Etudes and Preludes,The Well-Tempered Clavier I,03,104,"../../partitions/when-in-rome/raw/Etudes_and_Preludes/Bach,_Johann_Sebastian/The_Well-Tempered_Clavier_I/03/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_235.jams
when-in-rome_236,Prelude No.4,Johann Sebastian Bach,Etudes and Preludes,The Well-Tempered Clavier I,04,39,"../../partitions/when-in-rome/raw/Etudes_and_Preludes/Bach,_Johann_Sebastian/The_Well-Tempered_Clavier_I/04/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_236.jams
when-in-rome_237,Prelude No.5,Johann Sebastian Bach,Etudes and Preludes,The Well-Tempered Clavier I,05,35,"../../partitions/when-in-rome/raw/Etudes_and_Preludes/Bach,_Johann_Sebastian/The_Well-Tempered_Clavier_I/05/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_237.jams
when-in-rome_238,Prelude No.2,Johann Sebastian Bach,Etudes and Preludes,The Well-Tempered Clavier I,02,38,"../../partitions/when-in-rome/raw/Etudes_and_Preludes/Bach,_Johann_Sebastian/The_Well-Tempered_Clavier_I/02/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_238.jams
when-in-rome_239,Prelude No.20,Johann Sebastian Bach,Etudes and Preludes,The Well-Tempered Clavier I,20,28,"../../partitions/when-in-rome/raw/Etudes_and_Preludes/Bach,_Johann_Sebastian/The_Well-Tempered_Clavier_I/20/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_239.jams
when-in-rome_240,Prelude No.18,Johann Sebastian Bach,Etudes and Preludes,The Well-Tempered Clavier I,18,29,"../../partitions/when-in-rome/raw/Etudes_and_Preludes/Bach,_Johann_Sebastian/The_Well-Tempered_Clavier_I/18/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_240.jams
when-in-rome_241,Prelude No.11,Johann Sebastian Bach,Etudes and Preludes,The Well-Tempered Clavier I,11,18,"../../partitions/when-in-rome/raw/Etudes_and_Preludes/Bach,_Johann_Sebastian/The_Well-Tempered_Clavier_I/11/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_241.jams
when-in-rome_242,Prelude No.16,Johann Sebastian Bach,Etudes and Preludes,The Well-Tempered Clavier I,16,19,"../../partitions/when-in-rome/raw/Etudes_and_Preludes/Bach,_Johann_Sebastian/The_Well-Tempered_Clavier_I/16/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_242.jams
when-in-rome_243,Prelude No.17,Johann Sebastian Bach,Etudes and Preludes,The Well-Tempered Clavier I,17,44,"../../partitions/when-in-rome/raw/Etudes_and_Preludes/Bach,_Johann_Sebastian/The_Well-Tempered_Clavier_I/17/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_243.jams
when-in-rome_244,Prelude No.10,Johann Sebastian Bach,Etudes and Preludes,The Well-Tempered Clavier I,10,41,"../../partitions/when-in-rome/raw/Etudes_and_Preludes/Bach,_Johann_Sebastian/The_Well-Tempered_Clavier_I/10/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_244.jams
when-in-rome_245,Prelude No.19,Johann Sebastian Bach,Etudes and Preludes,The Well-Tempered Clavier I,19,24,"../../partitions/when-in-rome/raw/Etudes_and_Preludes/Bach,_Johann_Sebastian/The_Well-Tempered_Clavier_I/19/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_245.jams
when-in-rome_246,Prelude No.21,Johann Sebastian Bach,Etudes and Preludes,The Well-Tempered Clavier I,21,20,"../../partitions/when-in-rome/raw/Etudes_and_Preludes/Bach,_Johann_Sebastian/The_Well-Tempered_Clavier_I/21/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_246.jams
when-in-rome_247,Prelude No.7,Johann Sebastian Bach,Etudes and Preludes,The Well-Tempered Clavier I,07,70,"../../partitions/when-in-rome/raw/Etudes_and_Preludes/Bach,_Johann_Sebastian/The_Well-Tempered_Clavier_I/07/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_247.jams
when-in-rome_248,Prelude No.9,Johann Sebastian Bach,Etudes and Preludes,The Well-Tempered Clavier I,09,24,"../../partitions/when-in-rome/raw/Etudes_and_Preludes/Bach,_Johann_Sebastian/The_Well-Tempered_Clavier_I/09/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_248.jams
when-in-rome_249,Prelude No.8,Johann Sebastian Bach,Etudes and Preludes,The Well-Tempered Clavier I,08,40,"../../partitions/when-in-rome/raw/Etudes_and_Preludes/Bach,_Johann_Sebastian/The_Well-Tempered_Clavier_I/08/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_249.jams
when-in-rome_250,Prelude No.1,Johann Sebastian Bach,Etudes and Preludes,The Well-Tempered Clavier I,01,35,"../../partitions/when-in-rome/raw/Etudes_and_Preludes/Bach,_Johann_Sebastian/The_Well-Tempered_Clavier_I/01/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_250.jams
when-in-rome_251,Prelude No.6,Johann Sebastian Bach,Etudes and Preludes,The Well-Tempered Clavier I,06,26,"../../partitions/when-in-rome/raw/Etudes_and_Preludes/Bach,_Johann_Sebastian/The_Well-Tempered_Clavier_I/06/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_251.jams
when-in-rome_252,Prelude No.24,Johann Sebastian Bach,Etudes and Preludes,The Well-Tempered Clavier I,24,47,"../../partitions/when-in-rome/raw/Etudes_and_Preludes/Bach,_Johann_Sebastian/The_Well-Tempered_Clavier_I/24/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_252.jams
when-in-rome_253,Prelude No.23,Johann Sebastian Bach,Etudes and Preludes,The Well-Tempered Clavier I,23,19,"../../partitions/when-in-rome/raw/Etudes_and_Preludes/Bach,_Johann_Sebastian/The_Well-Tempered_Clavier_I/23/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_253.jams
when-in-rome_254,Prelude No.15,Johann Sebastian Bach,Etudes and Preludes,The Well-Tempered Clavier I,15,19,"../../partitions/when-in-rome/raw/Etudes_and_Preludes/Bach,_Johann_Sebastian/The_Well-Tempered_Clavier_I/15/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_254.jams
when-in-rome_255,Prelude No.12,Johann Sebastian Bach,Etudes and Preludes,The Well-Tempered Clavier I,12,22,"../../partitions/when-in-rome/raw/Etudes_and_Preludes/Bach,_Johann_Sebastian/The_Well-Tempered_Clavier_I/12/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_255.jams
when-in-rome_256,Prelude No.13,Johann Sebastian Bach,Etudes and Preludes,The Well-Tempered Clavier I,13,30,"../../partitions/when-in-rome/raw/Etudes_and_Preludes/Bach,_Johann_Sebastian/The_Well-Tempered_Clavier_I/13/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_256.jams
when-in-rome_257,Prelude No.14,Johann Sebastian Bach,Etudes and Preludes,The Well-Tempered Clavier I,14,24,"../../partitions/when-in-rome/raw/Etudes_and_Preludes/Bach,_Johann_Sebastian/The_Well-Tempered_Clavier_I/14/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_257.jams
when-in-rome_258,Prelude No.22,Johann Sebastian Bach,Etudes and Preludes,The Well-Tempered Clavier I,22,24,"../../partitions/when-in-rome/raw/Etudes_and_Preludes/Bach,_Johann_Sebastian/The_Well-Tempered_Clavier_I/22/analysis.txt",../../partitions/when-in-rome/choco/jams/when-in-rome_258.jams
