COMPOSER,COLLECTION (where applicable),SONG NUMBER AND TITLE,HUMAN ANALYSIS,LYRICIST,FIRST TS,FIRST KS,URL
"Holmès, Augusta Mary Anne",Mélodies pour piano et chant,05 Hymne à Éros,N,Augusta Holmès,6/8,6,https://musescore.com/score/5991174
"Holmès, Augusta Mary Anne",Mélodies pour piano et chant,06 Réponse d’Éros,N,Augusta Holmès,12/8,2,https://musescore.com/score/5998497
"Holmès, Augusta Mary Anne",Mélodies pour piano et chant,07 Chanson catalane,N,Emmanuel des Essarts,2/4,-2,https://musescore.com/score/6000428
"Holmès, Augusta Mary Anne",Mélodies pour piano et chant,08 Souvenir,N,Augusta Holmès,4/4,-4,https://musescore.com/score/6001349
"Holmès, Augusta Mary Anne",Mélodies pour piano et chant,09 Journée fleurie,N,Augusta Holmès,3/4,4,https://musescore.com/score/6001354
"Holmès, Augusta Mary Anne",Mélodies pour piano et chant,10 Kypris berceuse,N,Augusta Holmès,4/4,-5,https://musescore.com/score/6002184
"Holmès, Augusta Mary Anne",Mélodies pour piano et chant,11 Erôtylon,N,Augusta Holmès,4/4,0,https://musescore.com/score/6002429
"Holmès, Augusta Mary Anne",Mélodies pour piano et chant,12 Thrînôdia,N,Augusta Holmès,4/4,-4,https://musescore.com/score/6005658
"Holmès, Augusta Mary Anne",Mélodies pour piano et chant,13 Le brick l’Espérance,N,Augusta Holmès,9/8,-3,https://musescore.com/score/6007571
"Holmès, Augusta Mary Anne",Mélodies pour piano et chant,14 Chanson du chamelier,N,Louis de Lyvron,4/4,1,https://musescore.com/score/6007917
"Holmès, Augusta Mary Anne",Mélodies pour piano et chant,15 Le retour du paladin,N,Augusta Holmès,9/8,-2,https://musescore.com/score/6010628
"Holmès, Augusta Mary Anne",Mélodies pour piano et chant,16 L’opprimée,N,Augusta Holmès,4/4,1,https://musescore.com/score/6010916
"Holmès, Augusta Mary Anne",Mélodies pour piano et chant,17 Tireli!,N,Augusta Holmès,6/8,-5,https://musescore.com/score/6011018
"Holmès, Augusta Mary Anne",Mélodies pour piano et chant,18 Marche gauloise,N,Augusta Holmès,6/8,-2,https://musescore.com/score/6011095
"Holmès, Augusta Mary Anne",Mélodies pour piano et chant,"19 Un rêve, à 2 voix",N,Augusta Holmès,12/8,5,https://musescore.com/score/6017382
"Holmès, Augusta Mary Anne",Mélodies pour piano et chant,"20 Dans les bois, à 2 ou 4 voix",N,Augusta Holmès,4/4,-6,https://musescore.com/score/6018965
"Holmès, Augusta Mary Anne",Paysages d’amour,1 Dans les boutons d’or,N,(Holmès),4/4,1,https://musescore.com/score/5995356
"Holmès, Augusta Mary Anne",Paysages d’amour,2 Sous les orangers,N,Augusta Holmès,3/4,0,https://musescore.com/score/5995407
"Holmès, Augusta Mary Anne",Paysages d’amour,3 Au bois dormant,N,Augusta Holmès,3/4,2,https://musescore.com/score/5995492
"Holmès, Augusta Mary Anne",Paysages d’amour,4 Parmi les meules,N,Augusta Holmès,4/4,4,https://musescore.com/score/5995173
"Holmès, Augusta Mary Anne", ,Charme-du-jour,N,(Holmès),3/4,4,https://musescore.com/score/5946761
"Holmès, Augusta Mary Anne", ,La chanson de Jean Prouvaire,N,Victor Hugo,2/4,2,https://musescore.com/score/6190351
"Holmès, Augusta Mary Anne", ,Le ruban rose,N,(Holmès),4/4,-2,https://musescore.com/score/6189719
"Holmès, Augusta Mary Anne", ,Ogier le Danois,N,Augusta Holmès,4/4,-4,https://musescore.com/score/5935864
"Holmès, Augusta Mary Anne", ,Ton nom,N,(Holmès),3/4,4,https://musescore.com/score/6169445
"Holmès, Augusta Mary Anne", ,Viens!,N,Augusta Holmès,3/4,-3,https://musescore.com/score/6174723
"Holmès, Augusta Mary Anne", ,À Trianon,N,(Holmès),3/4,2,https://musescore.com/score/5930707
"Jaëll, Marie",4 Mélodies,1 À toi,YES,Marie Jaëll (original lyrics),2/4,-4,https://musescore.com/score/5834392
"Jaëll, Marie",4 Mélodies,2 Éternel amour,N,Marie Jaëll (original lyrics),4/4,5,https://musescore.com/score/5837811
"Jaëll, Marie",4 Mélodies,3 Les petits oiseaux,N,Marie Jaëll (original lyrics),4/4,2,https://musescore.com/score/5840072
"Jaëll, Marie",4 Mélodies,4 Le bonheur s’effeuille et passe,N,Marie Jaëll (original lyrics),2/4,0,https://musescore.com/score/5840228
"Jaëll, Marie",La mer,1 Quatre heures du matin,N,Jean Richepin,3/4,-3,https://musescore.com/score/6153748
"Jaëll, Marie",La mer,2 Causeries de vagues,N,Jean Richepin,9/16,1,https://musescore.com/score/6156388
"Jaëll, Marie",La mer,3 Les papillons,N,Jean Richepin,3/8,3,https://musescore.com/score/6155444
"Jaëll, Marie",La mer,4 Baisers perdus,N,Jean Richepin,6/8,2,https://musescore.com/score/6156587
"Jaëll, Marie",La mer,5 En ramant,N,Jean Richepin,4/4,1,https://musescore.com/score/6157272
"Jaëll, Marie",La mer,6 Larmes,N,Jean Richepin,4/4,4,https://musescore.com/score/6157363
"Jaëll, Marie",Les Orientales,1 Rêverie,N,Victor Hugo,6/8,-5,https://musescore.com/score/6214351
"Jaëll, Marie",Les Orientales,2 Nourmahal-la-Rousse,N,Victor Hugo,4/4,-1,https://musescore.com/score/6214587
"Jaëll, Marie",Les Orientales,3 Clair de lune,N,Victor Hugo,6/8,4,https://musescore.com/score/6217099
"Jaëll, Marie",Les Orientales,4 Les tronçons du serpent,N,Victor Hugo,6/8,0,https://musescore.com/score/6217375
"Jaëll, Marie",Les Orientales,5 Malédiction,N,Victor Hugo,6/4,-2,https://musescore.com/score/6217488
"Jaëll, Marie",Les Orientales,6 Vœu,N,Victor Hugo,2/4,2,https://musescore.com/score/5906774
"Jaëll, Marie",Les Orientales,7 Le voile,N,Victor Hugo,2/4,3,https://musescore.com/score/6218315
"Joplin, Scott", ,Please Say You Will,N,Scott Joplin,3/4,-2,https://musescore.com/score/6304288
"Kinkel, Johanna","3 Duetten, Op.11",1 Das Lied der Nachtigall,N,Heinrich Heine,6/8,1,https://musescore.com/score/6128281
"Kinkel, Johanna","3 Duetten, Op.11",2 Die Geisterinsel,N,Heinrich Heine,6/8,4,https://musescore.com/score/6126574
"Kinkel, Johanna","3 Duetten, Op.11",3 Der Seejungfern Gesang,N,Heinrich Heine,4/4,3,https://musescore.com/score/6125479
"Kinkel, Johanna","6 Gedichte, Op.8",1 Der spanische Zitherknabe,N,Emanuel Geibel,3/4,1,https://musescore.com/score/6130647
"Kinkel, Johanna","6 Gedichte, Op.8",2 Rheinsage,N,Emanuel Geibel,4/4,-2,https://musescore.com/score/6130751
"Kinkel, Johanna","6 Gedichte, Op.8",3 Gondellied,N,Emanuel Geibel,6/8,1,https://musescore.com/score/6130821
"Kinkel, Johanna","6 Gedichte, Op.8",4 Abendfeier,N,Emanuel Geibel,12/8,0,https://musescore.com/score/6137812
"Kinkel, Johanna","6 Gedichte, Op.8",5 Trennung,N,Emanuel Geibel,4/4,-4,https://musescore.com/score/6141648
"Kinkel, Johanna","6 Gedichte, Op.8",6 Abreise,N,Emanuel Geibel,6/8,-2,https://musescore.com/score/6141796
"Kinkel, Johanna","6 Lieder, Op.15",1 Römische Nacht,N,Gottfried Kinkel,4/4,2,https://musescore.com/score/6247269
"Kinkel, Johanna","6 Lieder, Op.15",2 Du nah’st!,N,Johanna Kinkel,4/4,-2,https://musescore.com/score/6247458
"Kinkel, Johanna","6 Lieder, Op.15",3 Wiegenlied,N,Johanna Kinkel,2/4,-3,https://musescore.com/score/6247576
"Kinkel, Johanna","6 Lieder, Op.15",4 Lust und Qual,N,Johann Wolfgang von Goethe,4/4,-3,https://musescore.com/score/6247913
"Kinkel, Johanna","6 Lieder, Op.15","5 Rette Vater, dein geliebtes Kind!",N,Gottfried Kinkel,4/4,1,https://musescore.com/score/6249298
"Kinkel, Johanna","6 Lieder, Op.15","6 untitled („War hinaus gezogen, lustig singend“)",N,Johanna Kinkel,4/4,2,https://musescore.com/score/6249340
"Kinkel, Johanna","6 Lieder, Op.19",1 Die Mandoline,N,Wilhelm Seibt,4/4,-1,https://musescore.com/score/5988112
"Kinkel, Johanna","6 Lieder, Op.19",2 Durch Carthago’s Trümmerhallen,N,Gottfried Kinkel,3/4,-4,https://musescore.com/score/5988341
"Kinkel, Johanna","6 Lieder, Op.19",3 Liebesmacht,N,Johanna Kinkel,2/4,0,https://musescore.com/score/5988388
"Kinkel, Johanna","6 Lieder, Op.19",4 Beduinen-Romanze,N,Gottfried Kinkel,6/8,0,https://musescore.com/score/5988442
"Kinkel, Johanna","6 Lieder, Op.19",5 Abschied,N,Heinrich Heine,2/4,-1,https://musescore.com/score/5988489
"Kinkel, Johanna","6 Lieder, Op.19",6 Turm und Flut,N,Gottfried Kinkel,4/4,-2,https://musescore.com/score/5989459
"Kinkel, Johanna","6 Lieder, Op.6",1 Sehnsucht nach Griechenland,N,Emanuel Geibel,6/8,0,https://musescore.com/score/6248301
"Kinkel, Johanna","6 Lieder, Op.6",2 Wasser und Wein,N,August Kopisch,2/4,-2,https://musescore.com/score/6248302
"Kinkel, Johanna","6 Lieder, Op.6",3 Die Geister haben’s vernommen,N,Heinrich Heine,3/4,-3,https://musescore.com/score/6248307
"Kinkel, Johanna","6 Lieder, Op.6",4 An Luna,N,Johann Wolfgang von Goethe,4/4,-4,https://musescore.com/score/6248303
"Kinkel, Johanna","6 Lieder, Op.6",6 Die Sprache der Sterne,N,Heinrich Heine,3/4,3,https://musescore.com/score/6248304
"Kinkel, Johanna","6 Lieder, Op.7",1 Nachtlied,N,Emanuel Geibel,9/8,-1,https://musescore.com/score/6151215
"Kinkel, Johanna","6 Lieder, Op.7",2 Wunsch,N,August Kopisch,6/8,3,https://musescore.com/score/6150402
"Kinkel, Johanna","6 Lieder, Op.7",3 Vorüberfahrt,N,(Composer),6/8,-3,https://musescore.com/score/6151337
"Kinkel, Johanna","6 Lieder, Op.7",4 Die Lorelei,N,Heinrich Heine,3/4,1,https://musescore.com/score/6151982
"Kinkel, Johanna","6 Lieder, Op.7",5 An den Mond,N,Johann Wolfgang von Goethe,4/4,1,https://musescore.com/score/6153376
"Kinkel, Johanna","6 Lieder, Op.7",6 Die Zigeuner,N,Emanuel Geibel,6/8,1,https://musescore.com/score/6153442
"Kinkel, Johanna","6 Lieeder, Op.10",1 Nachgefühl,N,Johann Wolfgang von Goethe,4/4,4,https://musescore.com/score/6177220
"Kinkel, Johanna","6 Lieeder, Op.10",2 Der Kuss,N,Heinrich Heine,3/4,-1,https://musescore.com/score/6177233
"Kinkel, Johanna","6 Lieeder, Op.10",3 So wahr die Sonne scheinet,N,Friedrich Rückert,6/8,1,https://musescore.com/score/6177271
"Kinkel, Johanna","6 Lieeder, Op.10",4 Wiegenlied,N,Comoser,6/8,1,https://musescore.com/score/6177442
"Kinkel, Johanna","6 Lieeder, Op.10",5 Traumdeutung,N,Johann Wolfgang von Goethe,4/4,-1,https://musescore.com/score/6178990
"Kinkel, Johanna","6 Lieeder, Op.10",6 Der Müllerinn Nachbar,N,Adelbert von Chamisso,6/8,-2,https://musescore.com/score/6179021
"Kralik, Mathilde",Blumenlieder,1 Maiglöckchen,N,Irene Zoepf,4/4,-5,https://musescore.com/score/6165152
"Kralik, Mathilde",Blumenlieder,2 Himmelschlüssel,N,Irene Zoepf,4/4,-5,https://musescore.com/score/6165185
"Kralik, Mathilde",Blumenlieder,3 Veilchen,N,Irene Zoepf,6/8,-6,https://musescore.com/score/6165226
"Kralik, Mathilde",Blumenlieder,4 Flieder,N,Irene Zoepf,6/8,6,https://musescore.com/score/6166144
"Kralik, Mathilde",Blumenlieder,5 Rosen,N,Irene Zoepf,3/4,0,https://musescore.com/score/6166096
"Kralik, Mathilde",Jugend-Lieder,00 Einleitung,N,Not applicable (piano solo),4/4,5,https://musescore.com/score/6166579
"Kralik, Mathilde",Jugend-Lieder,01 Die Spröde,N,Johann Wolfgang von Goethe,4/4,4,https://musescore.com/score/6206972
"Kralik, Mathilde",Jugend-Lieder,02 Die Bekehrte,N,Johann Wolfgang von Goethe,4/4,4,https://musescore.com/score/6207007
"Kralik, Mathilde",Jugend-Lieder,03 Mailied,N,Johann Wolfgang von Goethe,6/8,3,https://musescore.com/score/6207018
"Kralik, Mathilde",Jugend-Lieder,04 Morgengesang,N,William Shakespeare,3/4,1,https://musescore.com/score/6207025
"Kralik, Mathilde",Jugend-Lieder,05 Lied der Desdemona,N,Jean-Jacques Rousseau,4/4,3,https://musescore.com/score/6207045
"Kralik, Mathilde",Jugend-Lieder,06 Sonett,N,Thibaud I King of Navarre,4/4,0,https://musescore.com/score/6207048
"Kralik, Mathilde",Jugend-Lieder,07 Die verschwiegene Nachtigall,N,Walther von der Vogelweide,3/8,-3,https://musescore.com/score/6207054
"Kralik, Mathilde",Jugend-Lieder,08 Das Mädchen und die Haselstaude,N,Johann Gottfried Herder,4/4,4,https://musescore.com/score/6207073
"Kralik, Mathilde",Jugend-Lieder,09 Der Schmied,N,Ludwig Uhland,3/4,0,https://musescore.com/score/6207085
"Kralik, Mathilde",Jugend-Lieder,10 Lied des Gefangenen,N,Ludwig Uhland,3/4,3,https://musescore.com/score/6207095
"Kralik, Mathilde",Jugend-Lieder,11 Die frühen Gräber,N,Friedrich Gottlieb Klopstock,4/4,2,https://musescore.com/score/6207100
"Kralik, Mathilde",Jugend-Lieder,12 Wanderlied,N,Johann Wolfgang von Goethe,4/4,5,https://musescore.com/score/6207104
"Lang, Josephine","2 Lieder, Op.28",1 Traumbild,N,Heinrich Heine,3/4,-1,https://musescore.com/score/6012375
"Lang, Josephine","2 Lieder, Op.28","2 Herz, mein Herz, so schweig auch du!",N,Josephine Stieler (née von Miller),3/4,0,https://musescore.com/score/6012390
"Lang, Josephine","3 Lieder, Op.23",1 In Welschland,N,Christian Reinhold Köstlin,9/8,1,https://musescore.com/score/6009685
"Lang, Josephine","3 Lieder, Op.23",2 Wenn du wärst mein eigen,N,Ida Hahn-Hahn,4/4,-5,https://musescore.com/score/6009759
"Lang, Josephine","3 Lieder, Op.23",3 Der Himmel mit all’ seinen Sonnen wär’ mein,N,Josephine Stieler,6/8,-2,https://musescore.com/score/6067231
"Lang, Josephine","3 Lieder, Op.36",1 Es sang vor langen Jahren wohl auch die Nachtigall,N,Clemens Brentano,3/4,4,https://musescore.com/score/6112984
"Lang, Josephine","3 Lieder, Op.36","2 Rausche, rausche, froher Bach!",N,Friedrich Oser,2/4,3,https://musescore.com/score/6114679
"Lang, Josephine","3 Lieder, Op.36",3 Seid mir gegrüsst,N,Helene Herzogin von Orleans,2/4,-3,https://musescore.com/score/6115317
"Lang, Josephine","3 Lieder, Op.8",1 Schmetterling,N,unknown,2/4,-1,https://musescore.com/score/6088572
"Lang, Josephine","3 Lieder, Op.8",2 In die Ferne,N,Hermann Kletke,3/4,0,https://musescore.com/score/6088768
"Lang, Josephine","3 Lieder, Op.8",3 Ewige Nähe,N,Agnes von Calatin,4/4,-3,https://musescore.com/score/6089528
"Lang, Josephine","6 Lieder, Op.10",1 Gedenkst du mein,N,Christian Reinhold [Köstlin],2/4,5,https://musescore.com/score/6069162
"Lang, Josephine","6 Lieder, Op.10",2 Mignons Klage,N,Johann Wolfgang von Goethe,4/4,2,https://musescore.com/score/6110297
"Lang, Josephine","6 Lieder, Op.10",3 Die Schwalben,N,Christoph August Tiedge,6/8,2,https://musescore.com/score/6069462
"Lang, Josephine","6 Lieder, Op.10",4 Im Frühling,N,Wilhelm Wackernagel,4/4,-5,https://musescore.com/score/6071196
"Lang, Josephine","6 Lieder, Op.10",5 Scheideblick,N,Nikolaus Lenau,4/4,0,https://musescore.com/score/5002160
"Lang, Josephine","6 Lieder, Op.10",6 Abschied,N,Ernst Schulze,2/4,-5,https://musescore.com/score/6073491
"Lang, Josephine","6 Lieder, Op.12",1 Am Wasserfall,N,Christian Reinhold Köstlin,3/4,0,https://musescore.com/score/6060661
"Lang, Josephine","6 Lieder, Op.12",2 Nachts,N,Christian Reinhold Köstlin,6/8,4,https://musescore.com/score/6060726
"Lang, Josephine","6 Lieder, Op.12",3 Abermals am See,N,Christian Reinhold Köstlin,3/4,5,https://musescore.com/score/6061301
"Lang, Josephine","6 Lieder, Op.12",4 O wärst du da,N,Christian Reinhold Köstlin,2/4,2,https://musescore.com/score/6059127
"Lang, Josephine","6 Lieder, Op.12",5 Der Herbst,N,Christian Reinhold Köstlin,2/4,4,https://musescore.com/score/6062682
"Lang, Josephine","6 Lieder, Op.12",6 Die wandernde Wolke,N,Christian Reinhold Köstlin,3/4,2,https://musescore.com/score/6059385
"Lang, Josephine","6 Lieder, Op.13",1 Abschied,N,Christian Reinhold [Köstlin],2/4,-1,https://musescore.com/score/6067798
"Lang, Josephine","6 Lieder, Op.13",2 Der Wanderer an die Quellen,N,Christoph Wenzel,6/8,6,https://musescore.com/score/6075217
"Lang, Josephine","6 Lieder, Op.13",3 Aus der Ferne,N,(Author unknown),3/4,2,https://musescore.com/score/6077132
"Lang, Josephine","6 Lieder, Op.13",4 Schmetterling,N,Heinrich Heine,6/4,5,https://musescore.com/score/6068212
"Lang, Josephine","6 Lieder, Op.13",5 An die Entfernte,N,Nikolaus Lenau,2/4,-1,https://musescore.com/score/6077196
"Lang, Josephine","6 Lieder, Op.13",6 Namenlos,N,Apollonius August von Maltitz,4/4,-5,https://musescore.com/score/6077515
"Lang, Josephine","6 Lieder, Op.25",1 Frühlings-Glaube,N,Ludwig Uhland,2/4,0,https://musescore.com/score/5105407
"Lang, Josephine","6 Lieder, Op.25",2 Winterseufzer,N,partly by August von Platen,2/4,3,https://musescore.com/score/5105228
"Lang, Josephine","6 Lieder, Op.25",3 Barcarole,N,unknown,4/4,2,https://musescore.com/score/5104275
"Lang, Josephine","6 Lieder, Op.25",4 Lied (Immer sich rein kindlich erfreu’n),YES,Wilhelm Heilwig Carl Robert August von Ungern-Sternberg,4/4,4,https://musescore.com/score/4920211
"Lang, Josephine","6 Lieder, Op.25",5 Die Wolken,N,Felix Reinhold Köstlin,2/4,-3,https://musescore.com/score/5115660
"Lang, Josephine","6 Lieder, Op.25",6 Das Paradies,N,Friedrich Rückert,2/4,4,https://musescore.com/score/5105152
"Lang, Josephine","6 Lieder, Op.26",1 Wiegenlied,N,Josephine Lang (after August Heinrich Hoffmann von Fallersleben),3/4,-3,https://musescore.com/score/6117412
"Lang, Josephine","6 Lieder, Op.26",2 Bei Nacht und Nebel,N,Christian Reinhold Köstlin,2/4,-3,https://musescore.com/score/6117552
"Lang, Josephine","6 Lieder, Op.26",3 Du denkst an mich so selten,N,August von Platen,2/4,-1,https://musescore.com/score/6117742
"Lang, Josephine","6 Lieder, Op.26",4 Frühes Sterben,N,Friedrich Mayer (wrongly attributed to Heinrich Heine on the IMSLP edition #617266),4/4,-5,https://musescore.com/score/6118156
"Lang, Josephine","6 Lieder, Op.26",5 Zusammen,N,Christian Reinhold Köstlin,3/4,-2,https://musescore.com/score/6118888
"Lang, Josephine","6 Lieder, Op.26",6 Schilflied,N,Nikolaus Lenau,4/4,3,https://musescore.com/score/6119892
"Lang, Josephine","Lieder des Leids, Op.29","1 Leb’ wohl, leb’ wohl du schöne Welt",N,Albert Zeller,4/4,0,https://musescore.com/score/6070235
"Lang, Josephine","Lieder des Leids, Op.29",2 Der Pfad den Du so oft gezogen,N,Albert Zeller,4/4,2,https://musescore.com/score/6079502
"Lang, Josephine","Lieder des Leids, Op.29",3 Gib dich dahin in Gottes Sinn,N,Albert Zeller,2/4,3,https://musescore.com/score/6085883
"Lang, Josephine", ,"Am Bache, Op.20",N,Christian Reinhold Köstlin,2/4,-3,https://musescore.com/score/6093956
"Lang, Josephine", ,"Auf der Reise, Op.22",N,Ludwig Bechstein,4/4,5,https://musescore.com/score/6095279
"Le Beau, Luise Adolpha","2 Duette, Op.6",1 Frühlingsanfang,N,Friedrich Oser,4/4,-4,https://musescore.com/score/5883528
"Le Beau, Luise Adolpha","2 Duette, Op.6",2 Abendlied,N,Konrad Hofmann von Nauborn,4/4,3,https://musescore.com/score/5883655
"Lehmann, Liza",5 Little Love Songs,1 There’s a bird beneath your window,N,Cora Randall Fabbri,3/4,1,https://musescore.com/score/6209594
"Lehmann, Liza",5 Little Love Songs,2 Along the sunny lane,N,Cora Randall Fabbri,4/4,2,https://musescore.com/score/6209602
"Lehmann, Liza",5 Little Love Songs,3 Just a multitude of curls,N,Cora Randall Fabbri,2/2,3,https://musescore.com/score/6209605
"Lehmann, Liza",5 Little Love Songs,"4 If I were a bird, I would sing all day",N,Cora Randall Fabbri,6/8,-2,https://musescore.com/score/6209607
"Mahler, Gustav",Kindertotenlieder,1 Nun will die Sonn’ so hell aufgeh’n,N,Friedrich Rückert,4/4,-1,https://musescore.com/score/5054519
"Mahler, Gustav",Kindertotenlieder,"2 Nun seh’ ich wohl, warum so dunkle Flammen",YES,Friedrich Rückert,4/4,-3,https://musescore.com/score/5051724
"Mahler, Gustav",Kindertotenlieder,3 Wenn dein Mütterlein,N,Friedrich Rückert,4/4,-3,https://musescore.com/score/5052787
"Mahler, Gustav",Kindertotenlieder,"4 Oft denk’ ich, sie sind nur ausgegangen",YES,Friedrich Rückert,2/2,-3,https://musescore.com/score/5062118
"Mahler, Gustav",Kindertotenlieder,5 In diesem Wetter,N,Friedrich Rückert,4/4,-1,https://musescore.com/score/5052823
"Mahler, Gustav",Lieder eines fahrenden Gesellen,1 Wenn mein Schatz Hochzeit macht,N,Gustav Mahler,4/8,-1,https://musescore.com/score/5026266
"Mahler, Gustav",Lieder eines fahrenden Gesellen,2 Gieng heut morgen übers Feld,N,Gustav Mahler,2/2,2,https://musescore.com/score/5026309
"Mahler, Gustav",Lieder eines fahrenden Gesellen,3 Ich hab’ ein glühend Messer,N,Gustav Mahler,9/8,-1,https://musescore.com/score/5026306
"Mahler, Gustav",Lieder eines fahrenden Gesellen,4 Die zwei blauen Augen von meinem Schatz,N,Gustav Mahler,4/4,1,https://musescore.com/score/5026316
"Mayer, Emilie",2 Gesänge,1 Abendglocken,N,Johann Nepomuk Vogl,3/4,-5,https://musescore.com/score/5823419
"Mayer, Emilie",2 Gesänge,2 Das Schlüsselloch im Herzen,N,Marie Nathusius,3/4,-4,https://musescore.com/score/5834245
"Mayer, Emilie","3 Lieder, Op.7",1 Du bist wie eine Blume,N,Heinrich Heine,4/4,-4,https://musescore.com/score/5840527
"Mayer, Emilie","3 Lieder, Op.7",2 O lass mich dein gedenken,N,Hermann Kletke,4/4,3,https://musescore.com/score/5840434
"Mayer, Emilie","3 Lieder, Op.7",3 Wenn der Abendstern die Rosen,N,Helmina von Chézy,4/4,-4,https://musescore.com/score/5841419
"Paradis, Maria Theresia von","12 Lieder, 1786",01 An das Klavier,N,Johann Timotheus Hermes,2/4,-3,https://musescore.com/score/5842033
"Paradis, Maria Theresia von","12 Lieder, 1786",02 Sophia an Siegwart,N,"uncertain: perhaps Paradis herself, or possibly Johann Timotheus Hermes",3/8,-2,https://musescore.com/score/5842142
"Paradis, Maria Theresia von","12 Lieder, 1786",03 Aus dem Siegwart (Wohl und immer wohl dem Mann),N,Johannes Martin Miller,4/4,-1,https://musescore.com/score/5900749
"Paradis, Maria Theresia von","12 Lieder, 1786",04 Das Gärtnerliedchen aus dem Siegwart (Es war einmal ein Gärtner),N,Johannes Martin Miller,3/8,-4,https://musescore.com/score/5907276
"Paradis, Maria Theresia von","12 Lieder, 1786","05 Die Tanne (Sieh Doris, wie vom Mond bestrahlt )",N,Gottlieb Konrad Pfeffel,3/8,1,https://musescore.com/score/5907870
"Paradis, Maria Theresia von","12 Lieder, 1786",06 Erinnerung ans Schicksal,N,"(based on ""An eine Linde"" by Sophie de La Roche)",4/4,-2,https://musescore.com/score/5908953
"Paradis, Maria Theresia von","12 Lieder, 1786",07 Der Auferstehungsmorgen,N,Friedrich Gottlieb Klopstock,2/4,-1,https://musescore.com/score/5986273
"Paradis, Maria Theresia von","12 Lieder, 1786",08 Morgenlied eines armen Mannes,N,Johann Timotheus Hermes,3/4,-2,https://musescore.com/score/5991353
"Paradis, Maria Theresia von","12 Lieder, 1786",09 Vaterlandslied,N,Matthias Claudius,6/8,1,https://musescore.com/score/5991473
"Paradis, Maria Theresia von","12 Lieder, 1786",10 Da eben seinen Lauf verbracht,N,Friedrike Magdalena Jerusalem,4/4,1,https://musescore.com/score/5994814
"Paradis, Maria Theresia von","12 Lieder, 1786",11 Wenn ich der Kaiser wäre,N,unknown,6/8,-1,https://musescore.com/score/5995576
"Paradis, Maria Theresia von","12 Lieder, 1786",12 An meine entfernte Lieben,N,Johann Riedinger,6/8,1,https://musescore.com/score/5995663
"Parry, Hubert", ,A Hymn for Aviators,N,Mary Christian Dundas Hamilton,4/4,-1,https://musescore.com/score/6205868
"Reichardt, Louise","Sechs Lieder von Novalis, Op.4",1 Sehnsucht nach dem Vaterlande,N,Novalis (Georg Friedrich Freiherr von Hardenberg),4/4,-3,https://musescore.com/score/5002041
"Reichardt, Louise","Sechs Lieder von Novalis, Op.4",2 Frühlingslied,N,Novalis (Georg Friedrich Freiherr von Hardenberg),6/8,-1,https://musescore.com/score/5002052
"Reichardt, Louise","Sechs Lieder von Novalis, Op.4",3a Geistliches Lied,N,Novalis (Georg Friedrich Freiherr von Hardenberg),4/4,-5,https://musescore.com/score/5092560
"Reichardt, Louise","Sechs Lieder von Novalis, Op.4",3b Geistliches Lied (4-part),N,Novalis (Georg Friedrich Freiherr von Hardenberg),4/4,-5,https://musescore.com/score/5092551
"Reichardt, Louise","Sechs Lieder von Novalis, Op.4",4 Bergmannslied,N,Novalis (Georg Friedrich Freiherr von Hardenberg),4/4,-4,https://musescore.com/score/5002062
"Reichardt, Louise","Sechs Lieder von Novalis, Op.4",5 Noch ein Bergmannslied,YES,Novalis (Georg Friedrich Freiherr von Hardenberg),4/4,-3,https://musescore.com/score/5092612
"Reichardt, Louise","Sechs Lieder von Novalis, Op.4","6 Er besucht den Klostergarten und den Kirchoff, über den letztern findet sich folgendes Gedicht",N,Novalis (Georg Friedrich Freiherr von Hardenberg),4/4,-3,https://musescore.com/score/5002078
"Reichardt, Louise",Zwölf Deutsche und Italiänische Romantische Gesänge,01 Frühlingslied,N,(Novalis),6/8,-1,https://musescore.com/score/5067312
"Reichardt, Louise",Zwölf Deutsche und Italiänische Romantische Gesänge,02 Wenn ich ihn nur habe,N,Novalis (Georg Philipp Friedrich Freiherr von Hardenberg),4/4,-5,https://musescore.com/score/5100067
"Reichardt, Louise",Zwölf Deutsche und Italiänische Romantische Gesänge,03 Durch die bunten Rosenhecken,N,Johann Ludwig Tieck,4/4,-4,https://musescore.com/score/5002087
"Reichardt, Louise",Zwölf Deutsche und Italiänische Romantische Gesänge,04 Wohl dem Mann,N,Johann Ludwig Tieck,3/4,-4,https://musescore.com/score/5100073
"Reichardt, Louise",Zwölf Deutsche und Italiänische Romantische Gesänge,05 Poesia di Metastasio (I),N,Pietro Metastasio,4/4,-5,https://musescore.com/score/5100080
"Reichardt, Louise",Zwölf Deutsche und Italiänische Romantische Gesänge,06 Notturno,N,Pietro Metastasio,4/4,3,https://musescore.com/score/5100188
"Reichardt, Louise",Zwölf Deutsche und Italiänische Romantische Gesänge,07 Poesia di Metastasio (II),N,Pietro Metastasio,4/4,-2,https://musescore.com/score/5101789
"Reichardt, Louise",Zwölf Deutsche und Italiänische Romantische Gesänge,08 Poesie von Tieck,N,Johann Ludwig Tieck,6/8,1,https://musescore.com/score/5002096
"Reichardt, Louise",Zwölf Deutsche und Italiänische Romantische Gesänge,09 Aus Ariels Offenbarungen,N,Achim von Arnim,2/4,-1,https://musescore.com/score/5002100
"Reichardt, Louise",Zwölf Deutsche und Italiänische Romantische Gesänge,10 Ida (aus Ariels Offenbarungen),YES,Achim von Arnim,2/4,-6,https://musescore.com/score/5002108
