chart_id,chart_hex,title,artists,genre,tempo,time_signature,jams
29986,95777b0a3dd4a0f5f0536d56fae30db3f8a1dc80,Down Under,Hubbard Freddie,Medium Up Swing,0,4/4,1
29987,913fef658c98a0a689a95d0a012eed2fd13a16c6,Bossa Dorado dfb,Schmitt Dorado,Gypsy Bossa,170,4/4,1
29988,464578fae8b963c213ab87673bd2b5c571102bec,Blues 3,Greene Ted,Medium Swing,100,4/4,1
29989,ef8d85b0cb50c3b29d290d2f949e74bde2351eec,Lazy Bird Pattern,Charts Practice,Medium Swing,0,4/4,1
29990,781e49db44c57c3ed0097986f249124ee7bca0cf,"Johnny, I Hardly Knew Ya (E-) Fav 1",Joseph B. Geoghegan,Jazz Waltz,140,3/2,1
29991,d224bfd058ea934289365d67e64630354e117cd0,Boum! dfb,Trenet Charles,Medium Swing,180,4/4,1
29992,00335298125201f32003ddad0afc377fbf657f16,"Johnny, I Hardly Knew Ya (E- Waltz)",Joseph B. Geoghegan,Jazz Waltz,160,6/4,1
29993,34bf7465d956f91a66c72b3ba0ba8155a0b987a5,Lazy Bird Pattern (fifths) (4 meas),Charts Practice,Medium Swing,0,4/4,1
29994,71bb2e1b52e81875e49b4fe200baed97dd89cf53,,,,,,0
29995,d82bed5f4e09c94fea9c62dcb872f37dad78a840,Our Spanish Love Song,Haden Charlie,Bossa Nova,115,4/4,1
29996,c8c3368ab68bb67c4fd54a0c8084f44f0139c969,,,,,,0
29997,6ad15ab2011775234dc4926ed8178373c8a8c542,Lester-Leaps: Bridge-Type Changes,Charts Practice,Up Tempo Swing,0,4/4,1
29998,16677288f9182d42ed5b98c161c90211dae87b51,Our Spanish Love Song,Haden Charlie,Bossa Nova,0,4/4,1
29999,987ef9eee859799ced52af2084c6ea48db6db5af,Brazil dfb,Barroso Ary,Bolero or Swing,190,4/4,1
30000,f8ceb8721aa224e3c6d781f04bf549a6334774b7,Brise Napolitaine dfb,Guerino-Peyronnin,Gypsy Waltz,225,3/4,1
30001,9c6c68163116e250704438ad5d6bf358b5672419,Tunji,Coltrane John,Medium Swing,120,4/4,1
30002,509dc1a5ad3eb34d23204f978234a236fa7edfdf,,,,,,0
30003,8e671c40bb38782299fe9923d687a8dc4ce36cee,Lociran #6 (Hm2),Charts Practice,Medium Swing,0,4/4,1
30004,5bb689e626b1dd6eccce28225b8ba05e55ef7058,А Я ИДУ ШАГАЮ ПО МОСКВЕ,"слова Г. Шпаликова, музыка А. Петрова",Medium Up Swing,0,4/4,1
30005,cfd8329cc7522167d2c481a4e6bd77c1cea81b60,Tunji 1,Coltrane John,Medium Swing,132,4/4,1
30006,17982dc268530be135160a1c7cc4ffc0ea10dd33,Blues 7,Greene Ted,Medium Swing,100,4/4,1
30007,f049d1593e2761ed577c3c053ffc0b6523a8da85,,,,,,0
30008,2223b381b8ee0a2470dc77eb794a0e14fd1033fc,C'est Si Bon dfb,Betti Henri,Medium Swing,180,4/4,1
30009,5abbc40220e8b34a13b4c05136d6437b9dc944c2,,,,,,0
30010,78f84e13a7915e44a13740531a18a3ab1645eee1,Lydian #2 (Hm6),Charts Practice,Medium Swing,0,4/4,1
30011,9316037982d66442d1e94232bc6538e32bc9f411,Tunji,Coltrane John,Medium Swing,110,4/4,1
30012,33bf14bbe2f312285b39fb6bf6bea0ef3201c742,Blues 8,Greene Ted,Medium Swing,100,4/4,1
30013,c3b38266c3183c1ff109561f05d4d027b4993d03,Bye Bye Boston,Petersen Jack,Medium Swing,0,4/4,1
30014,f80a61564a64653dfa5e813c85ef6391dca9df80,Cantina Band dfb (Mad About Me),John Williams Star Wars,Fast Swing,235,4/4,1
30015,a4fc3606b2c642c36889bd7874d957fb218b00a8,Lydian Augmented (Mm3),Charts Practice,Medium Swing,0,4/4,1
30016,791bf3273ec0b9eddd1ac4138b6d7dc8a2917001,Blues 9,Greene Ted,Medium Swing,100,4/4,1
30017,3dfde349aa75e28c30bbcf97ea65cdba72ed97ec,,,,,,0
30018,e25a6c58ac876e21da7336c389f191a51cf53279,I Never Loved Anyone,Stafford Jo,Ballad,60,4/4,1
30019,ee32119a920cc9f7452dfd2b6afeec71ce980e54,Lydian B7 (Mm4),Charts Practice,Medium Swing,0,4/4,1
30020,e4b28a01d1ff1890cfe86cf32767bd5087be6da9,Blues 10,Greene Ted,Medium Swing,100,4/4,1
30021,6736e81751a8c6ebcd93a334379cbf0f8b912f2a,Blues On The Corner,Turner McCoy,Medium  Swing,100,4/4,1
30022,2c729805191f14cc788119cdb63dde498728a187,Cavalerie dfb,Reinhardt Django,Medium Swing,180,4/4,1
30023,54181d41fdae044df989c82ca3e43c75d129b8a0,Charleston (Django Version) dfb,Johnson James,Medium Up Swing,210,4/4,1
30024,46e8cf8959fed9df9485685f0b97f36f6151c54e,I Have A Dream (solos),Hancock Herbie,Latin jazz,0,4/4,1
30025,d7ce4d0fc7b6770861fb1cab15542114f9a4cf38,Lydian Mode (Cycle Of 4Ths),Charts Practice,Medium Swing,0,4/4,1
30026,a3d01db1d7c792b883f6cf6fefc6fd87b65bc4d4,Chez Jaquet dfb,Reinhardt Django,Gypsy Waltz,215,3/4,1
30027,5cbc274d6277f4f6710a08b7ad5eb773366187cd,Main Chords And Scales. One key,Charts Practice,Medium Swing,0,4/4,1
30028,21db0b96eaa265f6e1da5d73a7d069acd52abc50,I Have A Dream (melody),Hancock Herbie,Medium Swing,125,4/4,1
30029,fd09d669a3147fa269661770eb830af2fa0b1602,Chicago dfb,Fisher Fred,Medium Swing,180,4/4,1
30030,ac41c68fa0a76b87320642faa2b699a0533646c8,I Have A Dream (melody),Hancock Herbie,Latin jazz,2,4/4,1
30031,56769e46790097f01f11e650b6087a0f5480f719,Tell Me When,Mulligan Gerry,Jazz Ballad,65,4/4,1
30032,617c33e043c98f62658ab888f1e7c21d6946deb1,China Boy - dfb,Boutelje-Winfree,Up Tempo Swing,230,4/4,1
30033,be3e12ff2f7d2022a4bb8f4242b869f024f2d298,Chinatown dfb,Schwartz Jerome,Medium Swing,200,4/4,1
30034,225614ce99f3e9d1d0ef67d57ae8998ba828253a,Main Chords And Scales. One key 1,Charts Practice,Medium Swing,0,4/4,1
30035,956e039b063246e4d9c37bb126ab58c39019f2d5,,,,,,0
30036,ad142e55513737efffd33bfd1fb306a55060016b,Stop This World,Allison Mose,Medium Blues,0,4/4,1
30037,03bbf7a635dee5fbc6002441ba2de57b02aa6b5b,,,,,,0
30038,4be33a600486b182cabacfb7f3796598a85747ae,Blizzard Of Lies,Dave And Samantha Frishberg,Medium Swing,124,4/4,1
30039,1546d6aadc44a4a5c762c3fbf014757090141281,Little Did I Dream,Dave Frishberg Johnny Mandel,Medium Swing,0,4/4,1
30040,51fcd66cbffa151e89e7911b539f25af2c214932,Maj 3rd Cycle,Charts Practice,Medium Swing,0,4/4,1
30041,afb1f2921eb79d07e8d6144d5efb494d7cc23a86,Confessin' dfb,Nieberg Daugherty Reynolds,Medium Swing,140,4/4,1
30042,30905e60e5027da3d11e589f1dccac927cab16a4,Chicago Serenade,Harris Eddie,Medium Swing,120,4/4,1
30043,111508c6e40c387385244d008812e8059e89e0de,My Attorney Bernie rh Gm,Frishberg Dave,Medium Samba,180,4/4,1
30044,1fcbf0d8996ee05ebc9913dadda842f074e88948,,,,,,0
30045,361418dacce3b0d14f08c3842c45360122f28aa2,Major (fifths up) (4 meas),Charts Practice,Medium Swing,0,4/4,1
30046,8fc14c55cf83c7c11b0ae37c6a0a656e30893488,"Continental  dfb, The",Conrad-Madison,Medium Swing,180,4/4,1
30047,6ab46b683efd0060ee3ceb6a2fa35c09d045a892,Kids Are Pretty People Solo Section,Jones Thad,Slow Swing,0,4/4,1
30048,e2765f9d2a7e1677d060db500edf4f2aa05cc24c,Major 1-6-2-5 (Cycle Of 4Ths),Charts Practice,Medium Swing,0,4/4,1
30049,7652bc17d1ea50f753640815130562e573aa2f28,,,,,,0
30050,698cb48922a161be87e692e0200184b6aab0a480,,,,,,0
30051,f83fe2d88da7a85a5f58e712bb6ac29af06a6cb9,Coquette dfb,Green-Karn-Lombardo,Medium Up Swing,220,4/4,1
30052,d9394e12925c68d7d0856e5db03232472c438e1f,Tadd's Delight (YS),Dameron Tadd,Up Tempo Swing,100,4/4,1
30053,66a50a10bbbed57adba4309d28c99b858064a766,Major 1-6-2-5 (Cycle Of 4Ths)_Doublex,Charts Practice,Medium Swing,0,4/4,1
30054,89d890def56c4399fc31152a778a27b49a28e855,,,,,,0
30055,2e3bfb73216937e70f6e217e11e41b20f209ae5c,Crazy Rhythm  dfb,Wolfe-Kahn-Meyer,Up Tempo Swing,240,4/4,1
30056,448a265756dee87363da28b6b57a4a62b7b26354,You Are There 3,Johnny Mandel and Dave Frishberg,Ballad,60,4/4,1
30057,53edf87ed37fb562e0fba5cfa6992cae47b7f3a7,Major 2-5-1 (Cycle Of 4Ths),Charts Practice,Medium Swing,0,4/4,1
30058,544b5c208498f66e8f810fe11b38fefdc1238f71,Black Trombone,Gainsbourg Serge,Medium Swing,116,4/4,1
30059,7a85c646405287cc7c725c4720f0fb552938ed55,,,,,,0
30060,a4d236a3b3dc0466b5226af13de4309660bc88f6,Crepuscule  dfb,Reinhardt Django,Ballad Blues,70,4/4,1
30061,9fbe40449e391b07019265dd9fbb7bf3ccb98eb4,Major 2-5-1 (Cycle Of 4Ths)_Doublex,Charts Practice,Medium Swing,0,4/4,1
30062,a0d4e01eb8ea96c5e676687e67b1ca619f7efd77,All Blues,Davis Miles,Waltz,145,3/4,1
30063,b751d07108f52d646aec1c43b837172fc801df85,Danse Norwegienne  dfb,Reinhardt Django,Ballad,60,4/4,1
30064,cad07ff6238ccf29c64f68a9a0b30addff80e171,Mean Ol' Moon,Seyfried Amanda,Medium Swing,100,4/4,1
30065,a94e5125af4aafd5535a4175746d8c5d6276571a,,,,,,0
30066,14570f68de14483198fddd458aa1d5fc4fda09e8,Catalonian Nights,Gordon Dexter,Latin,168,4/4,1
30067,4e4dab037b17809317fc825ec27e99b3b63a281d,,,,,,0
30068,9f103c64893b503e05e914b4a0ccc38167a5fe33,Danse Nuptial dfb,Burnett-Norton,Up Be-Bop,240,4/4,1
30069,5a105193d6ff1383b08c12aa5c9350cd5ecd139f,,,,,,0
30070,5a282216442100349d54713ceaa051382d1d9398,Major 251s,Charts Practice,Medium Swing,0,4/4,1
30071,9bf6922ad61c20a65f093829b26cc977aa90c952,,,,,,0
30072,5883b3cb3aac50ec6f173e9cf5719a29bba36319,Mean Ol' Moon Rev,Seyfried Amanda,Medium Swing,75,4/4,1
30073,46ceea1a6f4bc47da94a062bdb89081b79b6da2c,Apple jump,Gordon Dexter,Medium Swing,0,4/4,1
30074,3e78cfef9fd01c5527efda78f60a47b1c4fa25b2,Daphne  dfb,Reinhardt Django,Medium Swing,200,4/4,1
30075,99e88846b984e66f6a75b3aa18d42124fd146805,Mean Ol' Moon Rev coda,Seth MacFarlane-Walter Murphy,Medium Swing,115,4/4,1
30076,373aa9a6937a175ca50ef7b679f337feaea2da89,,,,,,0
30077,07aedf6710b2360151251723a2cb51d23b8e31f4,Major 251s Altered,Charts Practice,Medium Swing,0,4/4,1
30078,c7ea561fd31b21a192ae298569b8215f9c0b7401,April In Paris,Duke Vernon,Medium Swing,95,4/4,1
30079,f8e9e68d787b942abb6acbfe189c891f3afbb748,Fried Bananas (with outro),Gordon Dexter,Medium Swing,180,4/4,1
30080,7dde375c596d0271df1a4a07ac5711a1c264bc2e,Major 251s With b13,Charts Practice,Medium Swing,0,4/4,1
30081,e844221c078d8812f26273126cfe1701e18da64e,,,,,,0
30082,d058b43dcafd5d23f965791fd4ca153f7c64bf0f,Destinée  dfb,Romane,Gypsy Ballad,60,4/4,1
30083,0f8dc144034ae7f730d8d8394d1bd3df13c7967b,,,,,,0
30084,3e936dd04867570ba2518226c1bba463b12b86b5,Desvairado  dfb,Garoto,Gypsy Waltz,240,3/4,1
30085,b1c20f37c71b7087901de8f73deba5015948b411,,,,,,0
30086,8caccce6a442575efc05af9b30ac4c9f4bc7f319,,,,,,0
30087,7fbbdca71b7f7563a09bb86cbceb5f427b5cae99,It Was A Very Good Year (When I Was Seventeen),Drake Ervin,Ballad,50,4/4,1
30088,1e371f4beaef256860f1e62721db96f6a6ff85f2,,,,,,0
30089,7f94343be10ed914bacccb4cadf27580ea3a1924,"Dicty Glide  dfb, The",Ellington Duke,Medium Swing,180,4/4,1
30090,92c6f873798de13abc0576296e77ab8077fa5adb,Major 7 Practice,Charts Practice,Medium Swing,0,4/4,1
30091,bc71ad6caab6e92377396cca2657b3d557ac5736,,,,,,0
30092,548a30d91617ee9741022073c145d559345587ba,A Very Good Year,Drake Ervin,Medium Swing,0,4/4,1
30093,49810aeaf575db1a92f29ca5b7b4fc097b1f65dd,Valse Robin,Gordon Dexter,Medium Swing,0,3/4,1
30094,543ff36780e49c4b80906651667aa95995cc1076,Diminishing  dfb,Reinhardt Django,Medium Swing,180,4/4,1
30095,9b3fa7007d1fe2699f721c129bfe42135d45d220,Major 7 Practice 1,Charts Practice,Medium Swing,0,4/4,1
30096,26aec5c002fb8046bc1e93a26d580aa5f1a8318a,,,,,,0
30097,87c14dc1c9788f8a13f0d145c00decd32339cec4,,,,,,0
30098,1ee238fa9ce747b53e1af0231480f34d3825efce,Major 7 Practice 2,Charts Practice,Medium Swing,0,4/4,1
30099,2ec71484039179c1dcd24051dd0df1b0792ecd9b,Dinah  dfb,Harry Akst 1925,Medium Swing,200,4/4,1
30100,41945f5dbe60361b1491fcf6b6331f8215e126e1,,,,,,0
30101,562b030cf6b38ddd305dd802d7ac5f6461a73170,,,,,,0
30102,9389895cae34e7bbbe9ebf64b1dac00c8605ea91,Don't Sit Under The Apple Tree,Charles Tobias Lou Brown,Medium Swing,195,4/4,1
30103,d3cbd0cf405062ddbf2ec0af1c8f977b4ca70820,,,,,,0
30104,846d2468d1d2356fd52ba5afa7bbbd503e860e29,Major 7 Practice 3,Charts Practice,Medium Swing,0,4/4,1
30105,b5a23ac027c2b5b88c333e0dc736f951d218526b,,,,,,0
30106,29ffad37af65892c067fe3718633816412afa2b6,Change Of Heart,Metheny Pat,Even 8ths,140,3/4,1
30107,797ce6ca37fffb1a85b802b355fd7479e3e317d8,Dinette  dfb,Reinhardt Django,Medium Up Swing,215,4/4,1
30108,74c1d089c484e3f3d89f0ef9ab633c62f6c30468,,,,,,0
30109,1dd6ea8968b7d8c767272d609b0093f17a2c494b,Major Key Practice Template,Charts Practice,Medium Swing,0,4/4,1
30110,4bba6c372d7fc76ba67286a27080ec619b7f46f9,,,,,,0
30111,a397a9ec34133973378feb8f4d8347565b28a319,,,,,,0
30112,276c8c45f5d52fbed46128c501bda2ea5e8987d5,Mornin',Al  Jarreau,Pop,260,4/4,1
30113,692175db4a46550a2f1bf7abcff5409546555382,,,,,,0
30114,868723c1f78134e014bd2da3b8e007864c5f6a75,,,,,,0
30115,080edc10cfb2db465988b6ec85e03f9ea9de5b29,Ding-Dong! The Witch Is Dead  dfb,Arlen Harold,Fast Swing,230,4/4,1
30116,717638242f1c85555cb4826e429eab4b5f2bfd77,Major Modes Practice In Sequence,Charts Practice,Even 8ths,0,4/4,1
30117,af1311e5c9c1dbecf511195418f011025e3356db,,,,,,0
30118,272ab89b563ce780ecf35ab1cd0a231e71bb24bf,,,,,,0
30119,3df5034335a49a55f3ac30b2404c8f75b1de99eb,,,,,,0
30120,0e6f07057f0fabb7ae86f39d81b0eb7a14f336d6,,,,,,0
30121,2ef2db2645f6c69f1d32b940a522d6b0770a8bfb,Doxy,Rollins Sonny,Medium Swing,150,4/4,1
30122,6d1ab5f7b63a128f88cb63b169ceae9d15c0b40d,Django's Tiger dfb,Reinhardt-Grapelli,Up Tempo Swing,240,4/4,1
30123,6a6fe6ed9c2eb41074988da66da1d587e128d05e,Major Modes Practice In Sequence 1,Charts Practice,Even 8ths,0,4/4,1
30124,51ff19917c066160df7de8be62926ab4c7291c6b,,,,,,0
30125,b19a7dc269e9b937283c536fa6398dc507347692,,,,,,0
30126,79ed811600af78d896c1eb740b35514027bb3c28,Melodic Minor Modes Practice In Sequence,Charts Practice,Even 8ths,0,4/4,1
30127,dff85cdb577cd3b94cefd0a3a84fd7d765f4fad8,,,,,,0
30128,c88c96472d40b3dce138db2e6ab65b11aa01b8f6,Djangology  dfb,Reinhardt-Grapelli,Medium Swing,180,4/4,1
30129,3b75e070a702d436b261ba469d9ffe93647ee848,,,,,,0
30130,5656658fb7d7676df4463076234736b5c6cab598,Metronome,Charts Practice,Medium Swing,0,4/4,1
30131,f1cf57c9f107b7ef70be4221f4552376d066240d,Douce Ambience  dfb,Reinhardt-Grapelli,Medium Swing,180,4/4,1
30132,76581d363fdc47084d135f200da4df3683afa357,While My Lady Sleeps,Kaper-Kahn,Ballad Even,70,4/4,1
30133,b57855b3bdd43e6f9d835fde4deac02306d459e4,,,,,,0
30134,ee05c72f06591e12e92847a573ac1ab0d8fa548b,Fever,Davenport-Cooley,Medium Swing,120,4/4,1
30135,987f1cfa2dab0f0675ac06dfef1d28211a5c2eee,Roof Garden,Jarreau Al,Funk Jazz,98,4/4,1
30136,c31a7610c631366b4e5ff015b0818ca3e9004969,"Eel's Nephew  dfb, The",Freeman Bud,Medium Swing,180,4/4,1
30137,086acd8247d76085e5f284f599c250d4cbb0098e,,,,,,0
30138,7aea2ad67afea3686a527f9b5d37f91f95fd3a8f,"Scotch and Soda, Real Bk I form",Guard Dave,Medium Swing,112,4/4,1
30139,ec21031d06d5455c560bda26784d07ca76e514a5,Minor 1-6-2-5 (Cycle Of 4Ths)_Doublex,Charts Practice,Medium Swing,0,4/4,1
30140,217bcdce1e0847e7233a19e28ac9266d16d7f22a,,,,,,0
30141,6a977ba0b947d979c5c04dc6f6ae1289e5ffb200,Scotch And Soda - reharm,Guard Dave,Medium Swing,160,4/4,1
30142,c10582bfb1cdab7dbb21e4c252a77277f0069600,,,,,,0
30143,c79c9c5f1a7ca3ad791a017b44918018688e88da,Easy (A. Jarreau),Jarreau Al,Samba Funk,228,2/2,1
30144,d72352f40834a34f398709e085f51d37158cece8,,,,,,0
30145,559594eab6b81b5f00423b4c6f7631e46c0edbd7,Minor 2-5-1 (Cycle Of 4Ths),Charts Practice,Medium Swing,0,4/4,1
30146,6a9419291999df845e2ac1514e69940223f5e7d0,,,,,,0
30147,40f4fbf716a9dc9ccf27bae752d5d75938615f61,Embraceable You  dfb,Gershwin George,Ballad,70,4/4,1
30148,b01e35e1d1c2586fbdfe9734f364588fa2ee88a1,,,,,,0
30149,9b09bd176176752ffb55d639265047af6d7fbd80,Mornin',Jarreau Al,RnB,90,4/4,1
30150,10a891f965dceb766fc5ba10dd6e1c3d467d242b,,,,,,0
30151,f6d58a665242dcf2b63c945f9c0ed186e47fa9dc,,,,,,0
30152,50f8bdaacad055de31ba743247fff931043cef2e,,,,,,0
30153,87646e33b77e51f8b22798b1e6313365887111eb,Minor 251 In One Key,Charts Practice,Medium Swing,0,4/4,1
30154,04598ad9ed8ad9cd1c5c61d391e03fa4db0300a5,,,,,,0
30155,ff0ca06f1bdf8ff56825f0f5561a17dba940e2b2,Exactly Like You - dfb,McHugh Jimmy,Medium Swing,180,4/4,1
30156,8d3f0884b0e6520d554a3f016f234752c45f40ba,Breakin' Away,Jarreau Al,Pop jazz,72,4/4,1
30157,c1347630541e6ed8529ecf32c9e2b43930440775,,,,,,0
30158,5f6ba76d2ba1ddc53af38620ce2ec6360cb289df,,,,,,0
30159,4abb8b5c9bd7bafdf06c278d40becd4912e13a4c,Minor 251s,Charts Practice,Medium Swing,0,4/4,1
30160,3e341b068b614de6286c358406317778554f2e52,,,,,,0
30161,cce5dd2354ed08a559c94c6f54f222c4b4c18a09,How Insensitive,Jobim Antonio-Carlos,Bossa Nova,140,4/4,1
30162,46ee4caef677fe14c0972d95827d77371f878b9d,Festival 48 - dfb,Reinhardt Django,Medium Bop,180,4/4,1
30163,afe298eb9fc0ae3076f20e622935322b8a51b843,After All-m,Jarreau Al,Ballad,0,4/4,1
30164,2299b3222ea030a2ef0181dcdab62af08ffc7676,,,,,,0
30165,18ba039ab07e2edd55e219756eb3b75d7febc40d,Minor 251s Hard Keys,Charts Practice,Medium Swing,0,4/4,1
30166,d3193179f5eb7bfd9d66eb0e98b37e079338a9fb,,,,,,0
30167,9215973d14d092178763e7461476185d4a015a01,,,,,,0
30168,20123e0daf5af47c7222d2b1e846c2f7c3453754,Fleur D'ennui  dfb,Django,Gypsy Bolero,145,4/4,1
30169,9f625c836cc2f73b4bcf968e493b3ef2e57fee2f,How Insensitive (intro-coda),Jobim Antonio-Carlos,Bossa Nova,140,4/4,1
30170,757d2a29bc00916b644172a5742baec5cd9d3993,Minor Blues 1,Charts Practice,Medium Swing,0,4/4,1
30171,6c686e64351052df003f88f87d731bf64d1d0443,,,,,,0
30172,feb274bb4042a68bc0158025b618dc7d472377a0,Moonlighting,Jarreau Al,Smooth Jazz,102,4/4,1
30173,1a22fa3df64a199a23a29c50b588cd9df2be8750,,,,,,0
30174,d587403dc87e34c0849f9e8bca7ce67eeefbe9d8,,,,,,0
30175,3a4104f126cf2d1d08aade886e9805532abf835b,For Sephora  dfb,Rosenberg Stochelo,Gypsy Bossa,140,4/4,1
30176,35c0accb21aaa1ecdf1fe61ab1b25e0ede9efb82,Minor Blues 2,Charts Practice,Medium Swing,0,4/4,1
30177,18f7098dcd054a033138d595203f968ced52a8b0,,,,,,0
30178,975adc3d40bd6601dc0a20fef4f2eb34ba1a664c,,,,,,0
30179,ee54df476d30e8b7d317d9a3c87486df24078c7b,,,,,,0
30180,de534f4b8d15de0dbe3ac243599d1e405d204868,,,,,,0
30181,93aa5b06b374cb902ca08281afcc09a9d41e6b4f,,,,,,0
30182,925e43691b69d4e99ba54ac4e349de209a09fe3e,,,,,,0
30183,f6e858d3f8538ca203fb7c2119d3172a3c05f3e7,Minor ii V7b9 i,Charts Practice,Medium Swing,0,4/4,1
30184,5754889b053b18d360d4145933778f8d368ed5b8,,,,,,0
30185,4cda07d823051be10632ae1427873aefd14027eb,Far Wes,Montgomery Wes,Medium Swing,100,4/4,1
30186,d28069b2d6bf3cb6d06a77a7cc655f29d65a534f,Good Old Days (Little Rascals)  dfb,Shield Leroy,Up Waltz (One Feel),235,3/4,1
30187,6186c956d9116a0c9f71b677651513a04fcd7189,It Don't Mean A Thing,Ellington Duke,Medium Up Swing,8,4/4,1
30188,4c7a360c3dc601a581e78679cc3f2a4556f406df,,,,,,0
30189,77de43d29ed40f3e2f60c2fd5dd41b9c112d8f1c,Canadian Sunset-Rev JE,Eddie Heywood-Norman Gimbel,Swing Two-Four,120,4/4,1
30190,c5b0dab2fca62aaca7a6c51cfe4957af91d4b981,,,,,,0
30191,06f79373126b6fe0cba7a6f5a782b6d6dcdc21dc,"Minor ii7b5, V7",Charts Practice,Medium Swing,0,4/4,1
30192,21df1c6a15fd33a78ef00605866475078a7b724a,,,,,,0
30193,b7c5b72151522159d66d99c642433ced5b1dd6a6,,,,,,0
30194,06049e74cc0f59385297aabc660d27f777f8b264,Gypsy Dreams  dfb,Ferre Boulou,Waltz Ballad,80,3/4,1
30195,429737b385ab5b45b47e0fab7bb29d5bc2eae965,,,,,,0
30196,258bcaaca34ba82f90071cbbe463a651a69988c1,,,,,,0
30197,c2c917fc19460f0a9e5dc4c6c982f663452547a0,Guess I'll Hang My Tears Out to Dry-Rev JE,Styne Jule,Ballad,60,4/4,1
30198,b7d9ced2abbe32fce63e71f516fee8b0a4329875,,,,,,0
30199,558a2acfb9e6a3a5836b47c4987771f45654f577,,,,,,0
30200,4c548ea6b6d38ead6af27f7c625cbc4c3714f2b3,,,,,,0
30201,a69b74005ed166d28714372664d58289f16645a3,"Minor ii7b5, V7alt",Charts Practice,Medium Swing,0,4/4,1
30202,34bb835cdc5b9863c6b8f0aa3a65f970cf893a84,,,,,,0
30203,81d23d622351da9de53c52c35b3e05890f38e5d0,,,,,,0
30204,3835c10c630a64ff61fd5bd22fd5fb3e4fa1b8da,,,,,,0
30205,0a2ccd52affc0e601c387928fe085600171e867e,,,,,,0
30206,4ad81072a0c2b9f4efa3c09d54f300f044e386cf,H.C.Q. Strut  dfb,Django,Medium Swing,180,4/4,1
30207,cd9ba11d88cfebcef16db24d055a66ae7984d076,Then I'll Be Tired Of You,Schwartz Arthur,Ballad,80,4/4,1
30208,9a35e5dc36527215f3e14fc2e227b84946efc1a6,,,,,,0
30209,3322ce9104e705609e18c2d32ac4f27fe0b49c1e,,,,,,0
30210,568ade9a6be8f42a177be152cea1d4868cb7a504,,,,,,0
30211,a6b7b0eab807f716ad798f6be812888fb8f5f4e1,"Song Is Ended, The",Composer Unknown,Jazz Waltz,150,3/4,1
30212,d1218d6f18df3a3ed40ab5c0989a23a5742b8dac,,,,,,0
30213,6ae1495d68c1879aba23ee5e73f83ac2be303944,Mixolydian B6 (Mm5),Charts Practice,Medium Swing,0,4/4,1
30214,3681aa9e63b67655c8c8a6b8c09520f475a2e830,,,,,,0
30215,c76efe7d1697ab70d1b1a961bcc510ab30ec5871,Honeysuckle rose  dfb,Waller Fats,Gypsy Swing,180,4/4,1
30216,185eac1cbe40ca9da988a1de690fd5f34735cf2c,,,,,,0
30217,ca705984bb885e25af3d9a87d42ffb1316eff135,Mixolydian Mode (Cycle Of 4Ths),Charts Practice,Medium Swing,0,4/4,1
30218,068e703ed2e22aec5fb21ae62ced934f23be631d,,,,,,0
30219,3d3c06cdd21ad5576f135febeda32c2745f8061f,Wake Up,Potter Chris,Medium Swing,120,3/4,1
30220,0f6906b92120dfcbadca25064be7c894c17873ce,,,,,,0
30221,308a9f5e10924e6cc46990d1bf2dbc2a0aceb1b3,,,,,,0
30222,164688cd9aee0d415a2d2314e48dd335ab96a6a8,Hungaria  dfb,Reinhardt Django,Medium Up Swing,220,4/4,1
30223,16e2c457b36207fc196b67cab5caabb532105588,,,,,,0
30224,a56b08ac61ccaf252270dd265139d3436a5a6a71,,,,,,0
30225,4db8f99021b9a7f1939cea7ab412edd3152251b4,,,,,,0
30226,c1b8db2683e87e289bda76f21603549f7b5597c7,Modal Progressions ,Charts Practice,Slow Bossa,0,4/4,1
30227,7bf91e3dbc9b9ebd3598d85fc6621511f513a0e0,On The Sunny Side Of The Street,McHugh Jimmy,Medium Swing,215,4/4,1
30228,d23a4fbccbf5ce224f464349e6cf39a26cbba24b,I Can't Believe...You're In Love... dfb,McHugh Jimmy,Medium Swing,180,4/4,1
30229,b72c83386f9f98abde6dfcfa04f76e54b8e12b6e,See See Rider,Ma Rainey-Lena Arant (1924),Slow Swing,0,4/4,1
30230,56f57a9a8cfc10857377d27603a49d6d16a94897,,,,,,0
30231,3d855d09cb4b18ae9237b353b5361236ef052a3f,,,,,,0
30232,ec81c00dbee3390969be0dbb831a0f4dadc1dd49,Aja's Theme,Zito Torrie,Ballad,60,4/4,1
30233,bc683942eda61d3de3ff96a25d4c76d0ec017f5b,,,,,,0
30234,71b18243745cc34e851df541a1b64b57efb596df,I Can't Give You - dfb,McHugh Jimmy,Medium Swing,180,4/4,1
30235,0472ab0fff340f7cd379cee43108f5406b76cfec,,,,,,0
30236,ebcdc138700d6afacf562b2080b6f029248cba8a,,,,,,0
30237,1c365acf64a621cfa5ef2a00c3ff544d92c1ee66,,,,,,0
30238,8359aca6b20270d1d331c8f815aab731fda81dab,,,,,,0
30239,461bb833ea63ec32e99e17c6cb69ff1b0afacb47,,,,,,0
30240,8db2f68deac9bd7b565f5b28e40858ea90113105,,,,,,0
30241,edaa5bb599330d6a2163d7f227bc3af2ac06db52,I Saw Stars  dfb,Hoffman-Sigler-Goodhart,Medium Swing,160,4/4,1
